KHID	KYID	Family_Name	Source
Arx.289	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.290	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.291	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.292	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.293	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.294	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.295	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.296	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.297	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.298	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.299	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.300	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.301	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.302	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.303	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.304	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.305	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Lmx1a.1	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.2	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.3	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.4	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.5	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.6	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.7	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.8	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.9	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.10	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.11	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.12	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.13	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.14	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.15	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.16	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.17	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.18	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.19	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.20	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.21	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.22	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.23	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.24	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.25	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.26	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.27	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.28	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.29	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.30	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.31	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.32	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.33	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.34	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.35	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.36	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.37	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.38	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.39	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.40	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.41	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.42	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.43	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.44	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.45	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.46	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.47	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.48	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.49	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.50	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.51	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.52	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.53	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.54	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.55	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.56	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.57	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.58	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.59	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.60	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.61	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.62	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.63	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.64	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.65	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.66	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.67	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.68	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.69	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.70	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.71	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.72	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.73	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.74	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.75	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.76	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.77	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.78	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.79	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.80	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.81	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.82	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.83	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.84	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.85	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.86	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.87	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.88	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.89	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.90	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.91	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.92	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.93	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.94	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.95	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.96	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.97	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.98	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.99	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.100	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.101	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.102	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.103	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.104	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.105	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.106	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.107	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.108	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.109	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.110	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.111	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.112	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.113	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.114	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.115	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.116	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.117	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.118	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.119	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.120	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.121	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.122	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.123	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.124	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.125	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.126	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.127	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.128	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.129	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.130	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.131	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.132	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.133	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.134	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.135	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.136	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.137	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.138	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.139	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.140	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.141	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.142	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.143	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.144	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.145	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.146	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.147	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.148	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.149	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.150	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.151	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.152	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.153	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.154	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.155	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.156	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.157	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.158	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.159	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.160	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.161	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.162	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.163	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.164	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.165	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.166	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.167	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.168	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.169	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.170	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.171	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.172	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.173	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.174	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.175	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.176	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.177	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.178	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.179	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.180	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.181	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.182	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.183	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.184	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.185	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.186	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.187	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.188	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.189	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.190	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.191	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.192	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.193	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.194	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.195	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.196	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.197	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.198	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.199	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.200	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.201	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.202	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.203	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.204	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.205	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.206	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.207	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.208	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.209	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.210	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.211	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.212	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.213	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.214	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.215	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.216	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.217	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.218	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.219	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.220	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.221	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.222	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.223	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.224	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.225	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.226	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.227	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.228	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.229	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.230	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.231	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.232	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.233	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.234	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.235	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.236	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.237	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.238	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.239	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.240	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.241	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.242	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.243	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.244	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.245	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.246	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.247	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.248	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.249	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.250	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.251	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.252	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.253	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.254	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.255	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.256	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.257	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.258	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.259	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.260	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.261	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.262	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.263	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.264	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.265	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.266	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.267	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.268	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
Lmx1a.269	KH2013:KH.C9.616	KY2019:KY.Chr9.589	Homeodomain	CisBP
